Timestamp,Data
268773616,255
268777292,254
268777928,255
268783684,254
268789184,255
268790044,254
268792744,255
268796420,254
268797056,255
268802812,254
268808312,255
268809172,254
268809792,255
268815548,254
268818248,255
268821940,254
268822576,255
268828284,254
268830984,255
268834660,254
268835296,255
268841052,254
268846552,255
268847412,254
268848048,255
268853788,254
268856488,255
268860180,254
268860816,255
268866524,254
268869224,255
268872916,254
268873552,255
268879292,254
268884792,255
268885652,254
268886288,255
268892028,254
268894728,255
268898420,254
268899056,255
268904764,254
268907480,255
268911156,254
268911792,255
268917548,254
268923032,255
268923892,254
268924528,255
268930268,254
268932968,255
268936660,254
268937296,255
268943020,254
268943656,255
268949396,254
268952096,255
268955788,254
268956424,255
268962132,254
268962768,255
268968508,254
268971224,255
268974900,254
268975536,255
268981260,254
268981896,255
268987636,254
268990336,255
268994028,254
268994664,255
269000372,254
269003072,255
269006748,254
269007400,255
269013140,254
269018640,255
269019500,254
269022200,255
269025876,254
269026512,255
269032268,254
269037768,255
269038628,254
269041328,255
269045004,254
269045640,255
269051396,254
269056880,255
269057740,254
269060456,255
269064132,254
269064768,255
269070508,254
269076008,255
269076868,254
269079568,255
269083244,254
269083880,255
269089636,254
269095136,255
269095996,254
269098696,255
269102372,254
269103008,255
269108764,254
269114248,255
269115108,254
269117808,255
269121484,254
269122120,255
269127876,254
269133376,255
269134236,254
269136936,255
269140612,254
269141248,255
269147004,254
269152504,255
269153364,254
269156064,255
269159740,254
269160376,255
269166132,254
269171616,255
269172476,254
269175192,255
269178852,254
269179488,255
269185244,254
269190744,255
269191604,254
269194304,255
269197980,254
269198616,255
269204372,254
269209872,255
269210732,254
269213432,255
269217108,254
269217744,255
269223484,254
269228984,255
269229844,254
269232544,255
269236220,254
269236856,255
269242612,254
269248112,255
269248956,254
269251672,255
269255348,254
269255984,255
269261740,254
269267224,255
269268084,254
269270784,255
269274460,254
269275096,255
269280852,254
269286352,255
269287212,254
269289912,255
269293588,254
269294224,255
269299980,254
269305464,255
269306324,254
269309040,255
269312732,254
269313368,255
269319124,254
269324608,255
269325468,254
269328168,255
269331844,254
269332480,255
269338236,254
269343736,255
269344596,254
269347296,255
269350972,254
269351608,255
269357364,254
269362864,255
269363724,254
269366424,255
269370100,254
269370736,255
269376492,254
269381976,255
269382836,254
269385536,255
269389212,254
269389848,255
269395604,254
269401104,255
269401964,254
269402600,255
269408340,254
269411040,255
269414732,254
269415368,255
269421076,254
269421712,255
269427468,254
269430168,255
269433844,254
269434496,255
269440204,254
269440840,255
269446580,254
269449280,255
269452972,254
269453608,255
269459316,254
269462032,255
269465708,254
269466344,255
269472100,254
269477584,255
269478444,254
269479080,255
269484820,254
269487520,255
269491212,254
269491848,255
269497572,254
269498208,255
269503948,254
269506648,255
269510340,254
269510976,255
269516684,254
269517320,255
269523060,254
269525776,255
269529452,254
269530088,255
269535940,254
269579232,255
269582044,254
269592504,255
269622420,254
269627920,255
269628780,254
269634264,255
269635124,254
269640624,255
269641484,254
269646968,255
269647828,254
269648480,255
269654188,254
269654824,255
269660548,254
269661184,255
269666892,254
269667528,255
269673252,254
269675968,255
269679628,254
269680264,255
269686020,254
269691520,255
269692380,254
269695096,255
269698756,254
269699392,255
269705148,254
269710648,255
269711508,254
269714208,255
269717884,254
269718520,255
269724276,254
269729760,255
269730620,254
269731256,255
269736996,254
269739712,255
269743388,254
269744024,255
269749748,254
269752464,255
269756124,254
269756760,255
269762516,254
269768016,255
269768876,254
269769512,255
269775252,254
269777968,255
269781644,254
269782280,255
269787988,254
269790704,255
269794380,254
269795016,255
269800756,254
269806256,255
269807116,254
269809832,255
269813492,254
269814128,255
269819884,254
269825384,255
269826244,254
269828944,255
269832620,254
269835336,255
269839012,254
269839648,255
269845372,254
269846008,255
269851748,254
269854464,255
269858140,254
269858776,255
269864484,254
269865120,255
269870876,254
269873576,255
269877252,254
269877904,255
269883612,254
269886328,255
269889988,254
269890624,255
269896380,254
269901880,255
269902740,254
269905440,255
269909116,254
269909752,255
269915508,254
269920992,255
269921852,254
269924568,255
269928228,254
269928880,255
269934620,254
269940120,255
269940980,254
269943696,255
269947356,254
269947992,255
269953748,254
269959248,255
269960108,254
269960744,255
269966484,254
269969200,255
269972876,254
269973512,255
269979220,254
269979856,255
269985596,254
269988312,255
269991988,254
269992624,255
269998348,254
269998984,255
270004724,254
270007440,255
270011116,254
270011752,255
270017460,254
270020176,255
270023836,254
270024472,255
270030228,254
270035728,255
270036588,254
270039304,255
270042964,254
270043600,255
270049356,254
270054856,255
270055716,254
270058416,255
270062092,254
270062728,255
270068484,254
270073968,255
270074828,254
270077544,255
270081204,254
270081840,255
270087596,254
270093096,255
270093956,254
270096672,255
270100332,254
270100968,255
270106724,254
270112224,255
270113084,254
270113704,255
270119460,254
270122176,255
270125852,254
270126488,255
270132196,254
270134912,255
270138572,254
270139208,255
270144964,254
270150464,255
270151324,254
270154040,255
270157700,254
270158336,255
270164092,254
270169592,255
270170436,254
270171072,255
270176828,254
270179528,255
270183204,254
270183856,255
270189564,254
270192280,255
270195940,254
270196576,255
270202332,254
270207848,255
270208708,254
270209344,255
270215084,254
270217800,255
270221476,254
270222112,255
270227820,254
270230536,255
270234196,254
270234832,255
270240588,254
270246088,255
270246948,254
270247584,255
270253324,254
270256040,255
270259716,254
270260352,255
270266060,254
270268776,255
270272452,254
270273088,255
270278828,254
270284328,255
270285188,254
270285824,255
270291564,254
270294280,255
270297956,254
270298592,255
270304316,254
270304952,255
270310692,254
270313408,255
270317084,254
270317720,255
270323428,254
270324064,255
270329804,254
270332520,255
270336196,254
270336832,255
270342556,254
270343192,255
270348932,254
270351648,255
270355324,254
270355960,255
270361668,254
270364384,255
270368044,254
270368680,255
270374436,254
270379936,255
270380796,254
270383512,255
270387172,254
270387808,255
270393564,254
270399048,255
270399908,254
270402624,255
270406284,254
270406920,255
270412676,254
270418176,255
270419036,254
270421752,255
270425412,254
270426048,255
270431804,254
270437288,255
270438148,254
270440864,255
270444540,254
270445176,255
270450916,254
270456416,255
270457276,254
270459992,255
270463652,254
270464288,255
270470044,254
270475544,255
270476404,254
270479104,255
270482764,254
270483400,255
270489156,254
270494656,255
270495516,254
270498232,255
270501892,254
270502528,255
270508284,254
270513784,255
270514644,254
270517344,255
270521020,254
270521656,255
270527412,254
270532896,255
270533756,254
270536472,255
270540132,254
270540768,255
270546524,254
270552024,255
270552884,254
270555600,255
270559260,254
270559896,255
270565652,254
270571152,255
270572012,254
270574712,255
270578388,254
270579024,255
270584780,254
270590264,255
270591124,254
270593840,255
270597500,254
270598136,255
270603892,254
270609392,255
270610252,254
270612968,255
270616628,254
270617264,255
270623020,254
270628520,255
270629364,254
270632080,255
270635756,254
270636392,255
270642148,254
270647632,255
270648492,254
270651208,255
270654868,254
270655504,255
270661260,254
270666760,255
270667620,254
270670336,255
270673996,254
270674632,255
270680388,254
270685888,255
270686748,254
270689448,255
270693124,254
270693760,255
270699516,254
270705000,255
270705860,254
270708576,255
270712236,254
270712872,255
270718628,254
270724128,255
270724988,254
270727704,255
270731364,254
270732000,255
270737756,254
270743256,255
270744100,254
270744736,255
270750492,254
270753208,255
270756884,254
270757520,255
270763228,254
270765944,255
270769604,254
270770240,255
270775996,254
270781496,255
270782356,254
270782992,255
270788732,254
270791448,255
270795124,254
270795760,255
270801468,254
270802104,255
270807844,254
270810560,255
270814236,254
270814872,255
270820596,254
270821232,255
270826972,254
270829688,255
270833364,254
270834000,255
270839708,254
270840344,255
270846100,254
270848800,255
270852476,254
270853112,255
270858836,254
270859472,255
270865212,254
270867928,255
270871604,254
270872240,255
270877948,254
270880664,255
270884340,254
270884976,255
270890732,254
270896216,255
270897204,254
270940496,255
270943340,254
270953784,255
270983684,254
270989168,255
270990028,254
270995528,255
270996388,254
271001888,255
271002748,254
271008232,255
271009092,254
271009728,255
271015452,254
271016088,255
271021812,254
271022448,255
271028156,254
271028792,255
271034516,254
271037232,255
271040892,254
271041528,255
271047284,254
271052784,255
271053644,254
271056360,255
271060020,254
271060656,255
271066412,254
271071912,255
271072756,254
271075472,255
271079148,254
271079784,255
271085540,254
271091024,255
271091884,254
271092520,255
271098260,254
271100976,255
271104652,254
271105288,255
271111012,254
271113712,255
271117388,254
271118024,255
271123780,254
271129280,255
271130124,254
271130760,255
271136516,254
271139216,255
271142908,254
271143544,255
271149252,254
271151968,255
271155628,254
271156264,255
271162020,254
271167520,255
271168380,254
271171096,255
271174756,254
271175392,255
271181148,254
271186632,255
271187492,254
271190208,255
271193884,254
271196584,255
271200276,254
271205776,255
271206636,254
271209336,255
271213012,254
271215648,255
271219404,254
271220040,255
271225764,254
271226400,255
271232140,254
271234776,255
271238532,254
271239168,255
271244876,254
271247512,255
271251268,254
271251904,255
271257644,254
271263144,255
271264004,254
271266640,255
271270380,254
271271016,255
271276772,254
271282272,255
271283132,254
271283768,255
271289508,254
271292144,255
271295900,254
271296536,255
271302244,254
271302880,255
271308620,254
271311256,255
271315012,254
271315648,255
271321372,254
271322008,255
271327748,254
271330384,255
271334140,254
271334776,255
271340484,254
271341120,255
271346860,254
271349512,255
271353252,254
271353888,255
271359612,254
271362248,255
271365988,254
271366624,255
271372380,254
271377880,255
271378724,254
271379360,255
271385116,254
271387752,255
271391508,254
271392144,255
271397852,254
271398488,255
271404228,254
271406864,255
271410620,254
271411256,255
271416980,254
271417616,255
271423356,254
271425992,255
271429748,254
271430384,255
271436092,254
271438728,255
271442468,254
271443104,255
271448860,254
271454360,255
271455220,254
271457856,255
271461596,254
271462232,255
271467988,254
271473488,255
271474332,254
271474968,255
271480724,254
271483360,255
271487100,254
271487752,255
271493460,254
271496096,255
271499836,254
271500472,255
271506228,254
271511728,255
271512588,254
271515224,255
271518964,254
271519600,255
271525356,254
271530840,255
271531700,254
271532336,255
271538076,254
271540712,255
271544468,254
271545104,255
271550828,254
271553464,255
271557204,254
271557856,255
271563626,254
